City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Yarkovo,RU,57.4028,67.0786,45.48,43,97,9.98,overcast clouds
448,Lovozero,RU,68.005,35.0117,47.98,76,95,2.17,overcast clouds
449,Sydney,AU,-33.8679,151.2073,58.3,74,75,5.01,light rain
450,Meulaboh,ID,4.1363,96.1285,79.39,86,100,10.45,overcast clouds
451,Weligama,LK,5.9667,80.4167,82.36,81,100,16.69,heavy intensity rain
452,Veraval,IN,20.9,70.3667,83.21,72,42,9.44,scattered clouds
453,Buala,SB,-8.145,159.5921,81.63,77,20,5.7,light rain
454,Necochea,AR,-38.5473,-58.7368,55.04,92,5,14.52,clear sky
455,Lorengau,PG,-2.0226,147.2712,82.53,76,100,5.97,overcast clouds
456,Lesnoy,RU,57.6198,63.0784,45.21,43,100,14.63,overcast clouds
457,Kashi,CN,39.4547,75.9797,78.01,14,0,6.71,clear sky
458,Ponoka,CA,52.6768,-113.5815,54.46,71,68,9.24,broken clouds
459,Airai,TL,-8.9266,125.4092,68.25,62,98,2.91,overcast clouds
460,Kostomuksha,RU,64.571,30.5767,45.55,89,100,4.63,overcast clouds
461,Port Hawkesbury,CA,45.6169,-61.3485,65.91,99,90,7.0,mist
462,Vostok,RU,46.4856,135.8833,56.62,75,90,3.04,overcast clouds
463,Woodward,US,36.4337,-99.3904,70.72,41,1,18.41,clear sky
464,Chake Chake,TZ,-5.2459,39.7666,84.07,54,100,10.87,overcast clouds
465,Inhambane,MZ,-23.865,35.3833,76.98,78,20,6.91,few clouds
466,Balkanabat,TM,39.5108,54.3671,66.0,77,100,13.24,overcast clouds
467,Tieli,CN,46.95,128.05,63.54,80,98,4.97,overcast clouds
468,Coxim,BR,-18.5067,-54.76,80.02,33,0,1.54,clear sky
469,Berezovyy,RU,51.6667,135.7,60.46,72,58,3.13,broken clouds
470,Skoghall,SE,59.3232,13.4655,45.16,100,90,2.3,fog
471,Muisne,EC,0.6,-80.0333,73.99,88,100,10.74,overcast clouds
472,Palmer,US,42.1584,-72.3287,63.01,82,1,0.0,clear sky
473,Belaya Gora,RU,68.5333,146.4167,35.35,83,100,17.31,overcast clouds
474,Fairbanks,US,64.8378,-147.7164,33.76,86,75,0.0,broken clouds
475,Iquique,CL,-20.2208,-70.1431,59.04,75,56,0.27,broken clouds
476,Zima,RU,53.9202,102.0442,48.24,40,86,3.22,overcast clouds
477,Talavera De La Reina,ES,39.9635,-4.8308,64.62,75,47,1.59,scattered clouds
478,Tateyama,JP,34.9833,139.8667,72.01,67,100,11.32,overcast clouds
479,Adelaide,AU,-34.9333,138.6,69.17,36,64,5.99,broken clouds
480,Uruzgan,AF,32.8333,66.0,85.57,6,0,6.02,clear sky
481,Karamursel,TR,40.6914,29.6157,74.28,50,0,6.42,clear sky
482,Guane,CU,22.2025,-84.0875,75.78,89,2,3.47,clear sky
483,Le Port,RE,-20.9373,55.2919,79.61,68,25,1.92,scattered clouds
484,Balykshi,KZ,47.0667,51.8667,60.8,67,40,11.18,scattered clouds
485,Batemans Bay,AU,-35.7167,150.1833,56.91,69,11,1.9,few clouds
486,Ajdabiya,LY,30.7554,20.2263,76.26,49,0,6.15,clear sky
487,Keetmanshoop,NA,-26.5833,18.1333,74.32,14,0,14.36,clear sky
488,Vitim,RU,59.4511,112.5578,37.72,96,100,13.69,overcast clouds
489,Ambositra,MG,-20.5167,47.25,69.42,51,63,10.83,broken clouds
490,Katangli,RU,51.7102,143.2326,55.27,80,100,8.86,overcast clouds
491,Vestmannaeyjar,IS,63.4427,-20.2734,41.9,68,100,2.13,overcast clouds
492,Presidente Epitacio,BR,-21.7633,-52.1156,72.55,47,0,5.28,clear sky
493,Seoul,KR,37.5683,126.9778,80.17,48,0,5.75,clear sky
494,Souillac,MU,-20.5167,57.5167,77.38,65,40,13.8,scattered clouds
495,Praya,CV,14.9215,-23.5087,77.54,83,75,9.22,broken clouds
496,Zeya,RU,53.75,127.2667,59.18,69,100,7.54,overcast clouds
497,Arlit,NE,18.7369,7.3853,93.92,12,0,20.02,clear sky
498,Fully,CH,46.1385,7.1147,65.53,94,75,2.3,light rain
499,Xochistlahuaca,MX,16.7833,-98.25,72.5,97,98,4.07,overcast clouds
500,Trinidad,BO,-14.8333,-64.9,78.24,45,37,3.56,scattered clouds
501,Zhicheng,CN,30.2956,111.5047,94.24,51,10,9.22,clear sky
502,Taltal,CL,-25.4,-70.4833,60.39,67,19,3.2,few clouds
503,Muros,ES,42.7762,-9.0603,65.23,92,100,10.31,overcast clouds
504,Swellendam,ZA,-34.0226,20.4417,64.45,65,21,5.06,few clouds
505,Darhan,MN,49.4867,105.9228,49.32,43,91,3.53,overcast clouds
506,Quang Ngai,VN,15.1167,108.8,83.95,75,11,5.93,few clouds
507,Berbera,SO,10.4396,45.0143,92.55,52,43,15.52,scattered clouds
508,Varadero,CU,23.1536,-81.2514,75.96,78,98,3.04,overcast clouds
509,Altay,CN,47.8667,88.1167,52.29,22,100,7.43,overcast clouds
510,Lienz,AT,46.8289,12.769,66.7,67,8,2.04,clear sky
511,Maxixe,MZ,-23.8597,35.3472,76.82,78,20,6.91,few clouds
512,Tomatlan,MX,19.9333,-105.25,72.52,91,100,4.45,overcast clouds
513,Cerritos,US,33.8583,-118.0648,69.94,85,90,1.99,overcast clouds
514,Cienaga,CO,11.007,-74.2476,82.06,71,92,3.38,overcast clouds
515,Cuite,BR,-6.4836,-36.1536,68.25,82,98,17.4,overcast clouds
516,Gorontalo,ID,0.5412,123.0595,85.96,59,19,5.75,few clouds
517,Stromness,GB,58.965,-3.296,57.45,91,34,15.01,scattered clouds
518,Boguchany,RU,58.3814,97.4531,46.58,45,100,6.93,overcast clouds
519,Burnie,AU,-41.0667,145.9167,46.87,73,6,3.49,clear sky
520,Jitia,RO,45.5833,26.7167,67.73,45,0,2.91,clear sky
521,Yelizavetinskoye,RU,45.0072,43.3494,63.12,55,83,22.5,broken clouds
522,High Level,CA,58.5169,-117.136,32.11,93,1,0.0,clear sky
523,Tazovskiy,RU,67.4667,78.7,41.16,51,0,5.21,clear sky
524,Sola,VU,-13.8833,167.55,79.2,79,21,16.49,few clouds
525,Lompoc,US,34.6391,-120.4579,58.68,95,90,3.44,overcast clouds
526,Mbandaka,CD,0.0487,18.2603,78.33,73,67,3.53,broken clouds
527,Darnah,LY,32.767,22.6367,76.12,58,0,11.54,clear sky
528,Margate,GB,51.3813,1.3862,64.11,93,70,11.97,broken clouds
529,Tongzi,CN,28.7829,105.0877,90.57,51,24,7.9,few clouds
530,Ust-Maya,RU,60.4167,134.5333,42.13,69,94,3.13,overcast clouds
531,Mitsamiouli,KM,-11.3847,43.2844,82.69,69,20,9.22,few clouds
532,Harper,LR,4.375,-7.7169,76.23,90,100,7.25,moderate rain
533,Lima,PE,-12.0432,-77.0282,58.14,87,90,9.22,overcast clouds
534,Aitape,PG,-3.1374,142.3475,81.73,83,99,6.04,overcast clouds
535,Leshukonskoye,RU,64.8989,45.7622,46.11,95,100,3.76,overcast clouds
536,Santa Maria,BR,-29.6842,-53.8069,52.59,96,1,4.03,clear sky
537,Lagoa,PT,39.05,-27.9833,69.67,82,22,13.22,few clouds
538,Makakilo City,US,21.3469,-158.0858,77.32,79,90,6.91,overcast clouds
539,Edea,CM,3.8,10.1333,76.78,73,76,0.43,broken clouds
540,Grindavik,IS,63.8424,-22.4338,42.75,81,90,26.46,light rain
541,Peleduy,RU,59.6289,112.7406,36.99,96,100,15.55,light rain
542,Juneau,US,58.3019,-134.4197,43.84,94,75,0.0,broken clouds
543,Batagay-Alyta,RU,67.8006,130.4114,32.99,83,91,1.28,overcast clouds
544,Saint-Augustin,CA,51.226,-58.6502,55.76,98,100,11.79,overcast clouds
545,Kirksville,US,40.1948,-92.5833,59.05,55,1,6.91,clear sky
546,Villeneuve-Sur-Lot,FR,44.5,0.6667,61.72,92,8,7.4,clear sky
547,Luanda,AO,-8.8368,13.2343,75.2,83,75,2.3,broken clouds
548,Salinas,US,36.6777,-121.6555,61.32,79,90,6.91,overcast clouds
549,Plettenberg Bay,ZA,-34.0527,23.3716,65.5,70,78,5.73,broken clouds
550,Srednekolymsk,RU,67.45,153.6833,34.54,82,100,11.3,overcast clouds
551,Salalah,OM,17.0151,54.0924,86.09,74,20,10.36,few clouds
552,Salinopolis,BR,-0.6136,-47.3561,78.55,82,100,10.47,overcast clouds
553,Boa Vista,BR,2.8197,-60.6733,76.98,83,40,5.75,scattered clouds
554,Alakurtti,RU,66.9672,30.3491,43.63,89,97,0.83,overcast clouds
555,Manzanillo,CU,20.3433,-77.1167,75.7,88,16,4.74,light rain
556,Vasterhaninge,SE,59.1167,18.1,55.83,77,54,4.34,broken clouds
557,Dubna,RU,56.7333,37.1667,46.6,94,100,10.89,overcast clouds
558,Ust-Kuyga,RU,70.0167,135.6,33.87,84,100,9.95,overcast clouds
559,Maumere,ID,-8.6199,122.2111,82.4,66,99,0.4,overcast clouds
560,Santiago De Chuco,PE,-8.15,-78.1833,48.79,79,41,4.81,scattered clouds
561,Kalianget,ID,-7.05,113.9333,84.88,68,39,12.8,scattered clouds
562,Biltine,TD,14.5333,20.9167,88.56,43,14,12.95,few clouds
563,Calatrava,PH,10.595,123.4838,89.62,75,90,5.75,overcast clouds
564,Bridlington,GB,54.0831,-0.1919,61.29,92,94,11.54,overcast clouds
565,Winslow,US,35.0242,-110.6974,62.78,69,1,3.44,clear sky
566,Grand Gaube,MU,-20.0064,57.6608,77.4,64,1,11.99,clear sky
567,Nishihara,JP,26.1842,127.7558,87.08,73,75,9.22,broken clouds
568,Padang,ID,-0.9492,100.3543,84.25,82,100,3.74,overcast clouds
569,Borogontsy,RU,62.6683,131.1683,41.63,73,87,1.07,overcast clouds
570,Sena Madureira,BR,-9.0656,-68.6569,74.44,74,31,2.59,scattered clouds
571,Port Hardy,CA,50.6996,-127.4199,55.4,100,90,5.75,moderate rain
572,Carnot,CF,4.9409,15.8665,77.97,77,62,3.22,broken clouds
573,Nogliki,RU,51.8333,143.1667,55.69,80,100,5.86,overcast clouds
574,Cochrane,CA,51.1834,-114.4687,56.48,79,75,6.91,broken clouds
575,Tanete,ID,-3.9443,119.7848,86.22,62,100,8.34,overcast clouds
576,Bangsund,NO,64.3968,11.3949,56.91,86,100,5.64,overcast clouds
577,Alyangula,AU,-13.8483,136.4192,85.87,58,40,8.05,scattered clouds
578,Sao Borja,BR,-28.6606,-56.0044,53.94,91,0,6.02,clear sky
579,Cerqueira Cesar,BR,-23.0356,-49.1661,58.62,88,0,5.7,clear sky
580,Moose Factory,CA,51.2585,-80.6094,48.2,93,90,5.75,overcast clouds
581,Takoradi,GH,4.8845,-1.7554,75.78,88,100,4.29,light rain
582,Kalabo,ZM,-14.97,22.6814,87.39,16,0,10.18,clear sky
583,Porto Torres,IT,40.835,8.3972,82.09,66,100,5.55,overcast clouds
584,Kaoma,ZM,-14.7833,24.8,86.13,16,0,10.13,clear sky
585,Poienile De Sub Munte,RO,47.8167,24.4333,62.17,65,0,2.04,clear sky
586,Cam Ranh,VN,11.9214,109.1591,85.96,70,20,11.5,few clouds
587,Jutiapa,GT,14.2833,-89.9,65.08,95,99,4.16,overcast clouds
588,Gizo,SB,-8.103,156.8419,82.62,75,95,4.72,overcast clouds
589,Sur,OM,22.5667,59.5289,93.7,45,8,7.16,clear sky
590,Magugu,TZ,-4.0167,35.7667,80.47,40,62,7.34,broken clouds
591,Simbahan,PH,6.3032,120.5836,83.7,73,50,7.2,scattered clouds
592,Candelaria,PH,13.9311,121.4233,89.38,70,83,5.91,broken clouds
593,Igurusi,TZ,-8.85,33.85,81.0,31,55,5.46,broken clouds
594,Northam,GB,51.0333,-4.2167,60.03,95,8,10.83,clear sky
595,Santa Barbara,US,34.7333,-120.0343,52.99,100,1,0.0,clear sky
596,Sayyan,YE,15.1718,44.3244,72.86,13,1,14.61,clear sky
597,Butembo,CD,0.15,29.2833,68.77,70,85,2.98,light rain
598,Fare,PF,-16.7,-151.0167,79.38,78,8,12.62,light rain
599,Trairi,BR,-3.2778,-39.2689,79.05,77,93,13.13,overcast clouds
600,Nador,MA,35.174,-2.9287,64.65,82,0,0.0,clear sky
601,Mani,CO,4.8172,-72.2886,70.09,96,91,4.12,overcast clouds
602,Davila,PH,18.4726,120.5763,87.78,77,45,21.77,scattered clouds
603,Maarianhamina,AX,60.0973,19.9348,53.46,87,0,2.3,clear sky
604,Terrace Bay,CA,48.7834,-87.1,40.62,80,100,4.21,overcast clouds
605,Broome,US,42.2506,-75.833,56.46,80,90,3.0,overcast clouds
606,Puebloviejo,CO,10.9938,-74.2844,81.1,73,90,3.69,overcast clouds
607,Manado,ID,1.487,124.8455,90.37,62,40,2.3,scattered clouds
608,Derzhavinsk,KZ,51.1,66.3167,62.73,18,95,25.26,overcast clouds
609,Kugesi,RU,56.029,47.2925,47.86,93,20,6.71,light rain
610,Byron Bay,AU,-28.65,153.6167,66.15,82,100,15.14,light rain
611,Namwala,ZM,-15.7504,26.4384,82.53,22,0,9.31,clear sky
612,Salawagan,PH,7.7053,125.115,82.09,81,71,2.15,broken clouds
613,Pokhara,NP,28.2333,83.9833,84.02,61,60,5.03,broken clouds
614,Lenger,KZ,42.183,69.8839,85.44,5,0,7.05,clear sky
615,Qui Nhon,VN,13.7667,109.2333,83.17,74,5,6.82,clear sky
616,Evinayong,GQ,1.4368,10.5512,72.75,88,99,1.39,light rain
617,Alofi,NU,-19.0595,-169.9187,66.09,94,71,1.14,broken clouds
618,Bardiyah,LY,31.7561,25.0865,75.81,49,0,7.76,clear sky
619,Ndende,GA,-2.4008,11.3581,78.69,81,100,3.24,light rain
620,Mayo,US,38.8876,-76.5119,65.28,84,1,3.0,clear sky
621,Cortez,US,37.3489,-108.5859,59.41,67,1,6.91,clear sky
622,Chyhyryn,UA,49.0838,32.6555,62.58,59,6,18.05,clear sky
623,Kolpashevo,RU,58.3131,82.9089,36.54,92,100,11.32,light rain
624,Nyimba,ZM,-14.5566,30.8149,87.28,28,18,5.84,few clouds
625,Khonsa,IN,27.0167,95.5667,83.79,59,31,3.47,scattered clouds
626,Ola,RU,59.5833,151.2833,48.16,74,100,6.53,overcast clouds
627,Surt,LY,31.2089,16.5887,75.72,59,0,5.77,clear sky
628,Mosquera,CO,4.7059,-74.2302,50.09,87,20,3.44,few clouds
629,Hami,CN,42.8,93.45,72.27,13,0,3.42,clear sky
630,Dharchula,IN,29.85,80.5333,82.0,62,18,5.95,few clouds
631,Mokhsogollokh,RU,61.4681,128.9203,41.59,63,96,4.52,overcast clouds
632,Panzhihua,CN,26.5851,101.7128,85.19,51,80,1.66,broken clouds
633,Pampa,US,35.5362,-100.9599,70.2,42,1,12.66,clear sky
634,Bac Lieu,VN,9.285,105.7244,85.01,70,100,8.7,overcast clouds
635,Luba,GQ,3.4568,8.5547,80.49,81,96,0.67,light rain
636,Marmaris,TR,36.855,28.2742,80.55,31,12,4.43,few clouds
637,Rusne,LT,55.2964,21.3758,57.29,65,49,3.06,scattered clouds
638,Luangwa,ZM,-15.6167,30.4167,85.71,35,0,9.82,clear sky
639,Brae,GB,60.3964,-1.353,55.31,92,64,18.43,broken clouds
640,Ust-Omchug,RU,61.15,149.6333,34.65,88,97,6.46,overcast clouds
641,Manakara,MG,-22.1333,48.0167,74.8,74,24,10.89,light rain
642,French Harbor,HN,16.35,-86.4333,81.0,85,100,11.88,overcast clouds
643,Dudinka,RU,69.4058,86.1778,41.81,47,12,5.5,few clouds
644,Tocopilla,CL,-22.092,-70.1979,60.91,69,37,1.66,scattered clouds
645,Vryburg,ZA,-26.9566,24.7284,85.24,14,10,11.68,clear sky
646,Egvekinot,RU,66.3167,-179.1667,22.93,77,100,3.02,overcast clouds
647,Sabzevar,IR,36.2126,57.6819,85.28,12,0,0.0,clear sky
648,Minna,NG,9.6139,6.5569,74.91,88,20,2.3,few clouds
649,Beisfjord,NO,68.3751,17.5988,49.24,72,100,8.43,overcast clouds
650,Miri,MY,4.4148,114.0089,84.34,79,40,3.44,scattered clouds
651,Sumbe,AO,-11.2061,13.8437,73.47,77,99,3.49,overcast clouds
652,Marienburg,PL,54.0359,19.0266,57.88,69,75,2.91,broken clouds
653,Camacha,PT,33.0833,-16.3333,65.16,82,20,0.0,few clouds
654,Sortino,IT,37.1566,15.026,76.37,65,14,3.06,few clouds
655,Robstown,US,27.7903,-97.6689,76.75,82,1,0.0,clear sky
656,Nsanje,MW,-16.92,35.262,91.0,32,0,4.36,clear sky
657,Khanpur,PK,28.6453,70.6567,102.09,27,1,7.36,clear sky
658,Chichica,PA,8.4922,-82.1627,72.63,90,100,3.96,overcast clouds
659,Semenivka,UA,52.1783,32.5818,50.52,81,100,12.68,overcast clouds
660,Sagua La Grande,CU,22.8067,-80.0756,74.39,88,28,1.19,scattered clouds
661,Khani,GE,41.9563,42.9566,49.57,94,99,0.67,overcast clouds
662,Agarakadzor,AM,39.7341,45.3527,62.69,25,0,5.1,clear sky
663,Redlands,US,34.0556,-117.1825,74.7,78,1,3.44,clear sky
664,Bogovarovo,RU,58.9785,47.0246,49.01,82,100,6.78,overcast clouds
665,Los Pozos,VE,8.4518,-62.7268,72.91,92,8,3.06,clear sky
666,Senno,RU,59.5336,33.9167,48.25,97,100,7.29,overcast clouds
667,Marawi,PH,7.9986,124.2928,74.64,88,99,2.64,light rain
668,Guerrero Negro,MX,27.9769,-114.0611,69.33,77,33,12.1,scattered clouds
669,Asbestos,CA,45.7668,-71.9324,52.12,92,100,4.07,overcast clouds
670,Atar,MR,20.5169,-13.0499,91.31,24,22,3.33,few clouds
671,Boden,SE,65.8252,21.6886,44.6,79,76,2.46,broken clouds
672,Sovetskiy,RU,61.3614,63.5842,42.46,49,98,9.91,overcast clouds
673,Itarema,BR,-2.9248,-39.9167,78.04,80,52,15.19,broken clouds
